elapsed_sec,op,lat_mean_us,lat_p99_us,timestamp_utc,phase
787,read,179.6,274.0,2026-09-06T05:34:31Z,upgrade
787,write,662.0,15936.0,2026-09-06T05:34:31Z,upgrade
804,read,266.7,1272.0,2026-09-06T05:34:48Z,upgrade
804,write,850.6,10048.0,2026-09-06T05:34:48Z,upgrade
821,read,808.3,1192.0,2026-09-06T05:35:05Z,upgrade
821,write,730.7,6880.0,2026-09-06T05:35:05Z,upgrade
838,read,599.1,1096.0,2026-09-06T05:35:22Z,upgrade
838,write,730.6,6432.0,2026-09-06T05:35:22Z,upgrade
854,read,639.3,916.0,2026-09-06T05:35:38Z,upgrade
854,write,527.7,2384.0,2026-09-06T05:35:38Z,upgrade
874,read,348.0,924.0,2026-09-06T05:35:58Z,upgrade
874,write,476.1,748.0,2026-09-06T05:35:58Z,upgrade
890,read,296.6,756.0,2026-09-06T05:36:14Z,upgrade
890,write,552.0,3920.0,2026-09-06T05:36:14Z,upgrade
907,read,256.1,692.0,2026-09-06T05:36:31Z,upgrade
907,write,625.1,9152.0,2026-09-06T05:36:31Z,upgrade
924,read,246.4,692.0,2026-09-06T05:36:48Z,upgrade
924,write,539.2,948.0,2026-09-06T05:36:48Z,upgrade
940,read,240.6,652.0,2026-09-06T05:37:04Z,upgrade
940,write,577.6,1944.0,2026-09-06T05:37:04Z,upgrade
957,read,236.2,636.0,2026-09-06T05:37:21Z,upgrade
957,write,609.7,8768.0,2026-09-06T05:37:21Z,upgrade
974,read,232.6,628.0,2026-09-06T05:37:38Z,upgrade
974,write,662.6,14144.0,2026-09-06T05:37:38Z,upgrade
991,read,230.5,470.0,2026-09-06T05:37:55Z,upgrade
991,write,507.8,604.0,2026-09-06T05:37:55Z,upgrade
1007,read,229.5,346.0,2026-09-06T05:38:11Z,upgrade
1007,write,631.1,9664.0,2026-09-06T05:38:11Z,upgrade
1024,read,228.5,334.0,2026-09-06T05:38:28Z,upgrade
1024,write,699.3,13632.0,2026-09-06T05:38:28Z,upgrade
1041,read,226.7,362.0,2026-09-06T05:38:45Z,upgrade
1041,write,474.6,532.0,2026-09-06T05:38:45Z,upgrade
1057,read,228.5,374.0,2026-09-06T05:39:01Z,upgrade
1057,write,620.2,7904.0,2026-09-06T05:39:01Z,upgrade
1074,read,230.1,374.0,2026-09-06T05:39:18Z,upgrade
1074,write,606.1,6048.0,2026-09-06T05:39:18Z,upgrade
1091,read,228.5,366.0,2026-09-06T05:39:35Z,upgrade
1091,write,508.8,580.0,2026-09-06T05:39:35Z,upgrade
1108,read,231.2,370.0,2026-09-06T05:39:52Z,upgrade
1108,write,571.5,6688.0,2026-09-06T05:39:52Z,upgrade
1124,read,231.9,438.0,2026-09-06T05:40:08Z,upgrade
1124,write,686.6,9408.0,2026-09-06T05:40:08Z,upgrade
1141,read,230.7,410.0,2026-09-06T05:40:25Z,upgrade
1141,write,563.3,3760.0,2026-09-06T05:40:25Z,upgrade
1158,read,228.6,362.0,2026-09-06T05:40:42Z,upgrade
1158,write,611.2,9536.0,2026-09-06T05:40:42Z,upgrade
1175,read,230.7,422.0,2026-09-06T05:40:59Z,upgrade
1175,write,709.0,13376.0,2026-09-06T05:40:59Z,upgrade
1191,read,229.4,366.0,2026-09-06T05:41:15Z,upgrade
1191,write,695.7,15168.0,2026-09-06T05:41:15Z,upgrade
1208,read,228.5,366.0,2026-09-06T05:41:32Z,upgrade
1208,write,712.4,13120.0,2026-09-06T05:41:32Z,upgrade
1225,read,228.6,366.0,2026-09-06T05:41:49Z,upgrade
1225,write,583.2,5920.0,2026-09-06T05:41:49Z,upgrade
1241,read,235.3,446.0,2026-09-06T05:42:05Z,upgrade
1241,write,671.9,14144.0,2026-09-06T05:42:05Z,upgrade
1258,read,231.2,430.0,2026-09-06T05:42:22Z,upgrade
1258,write,778.4,19328.0,2026-09-06T05:42:22Z,upgrade
1275,read,232.0,438.0,2026-09-06T05:42:39Z,upgrade
1275,write,597.7,6048.0,2026-09-06T05:42:39Z,upgrade
1292,read,229.4,418.0,2026-09-06T05:42:56Z,upgrade
1292,write,547.3,2064.0,2026-09-06T05:42:56Z,upgrade
1308,read,229.9,374.0,2026-09-06T05:43:12Z,upgrade
1308,write,531.5,2832.0,2026-09-06T05:43:12Z,upgrade
1325,read,230.7,374.0,2026-09-06T05:43:29Z,upgrade
1325,write,780.7,19072.0,2026-09-06T05:43:29Z,upgrade
1342,read,229.0,366.0,2026-09-06T05:43:46Z,upgrade
1342,write,541.4,3184.0,2026-09-06T05:43:46Z,upgrade
1359,read,228.7,374.0,2026-09-06T05:44:03Z,upgrade
1359,write,509.1,1208.0,2026-09-06T05:44:03Z,upgrade
1375,read,228.7,366.0,2026-09-06T05:44:19Z,upgrade
1375,write,553.7,4016.0,2026-09-06T05:44:19Z,upgrade
1392,read,226.2,342.0,2026-09-06T05:44:36Z,upgrade
1392,write,669.2,14016.0,2026-09-06T05:44:36Z,upgrade
1409,read,225.8,330.0,2026-09-06T05:44:53Z,upgrade
1409,write,466.2,644.0,2026-09-06T05:44:53Z,upgrade
1425,read,240.0,390.0,2026-09-06T05:45:09Z,upgrade
1425,write,438.4,604.0,2026-09-06T05:45:09Z,upgrade
1442,read,236.0,374.0,2026-09-06T05:45:26Z,upgrade
1442,write,498.0,644.0,2026-09-06T05:45:26Z,upgrade
1459,read,228.8,366.0,2026-09-06T05:45:43Z,upgrade
1459,write,647.6,11072.0,2026-09-06T05:45:43Z,upgrade
1476,read,233.0,426.0,2026-09-06T05:46:00Z,upgrade
1476,write,465.7,668.0,2026-09-06T05:46:00Z,upgrade
1492,read,241.6,446.0,2026-09-06T05:46:16Z,upgrade
1492,write,482.1,708.0,2026-09-06T05:46:16Z,upgrade
1509,read,228.6,366.0,2026-09-06T05:46:33Z,upgrade
1509,write,441.4,556.0,2026-09-06T05:46:33Z,upgrade
1526,read,231.1,370.0,2026-09-06T05:46:50Z,upgrade
1526,write,431.2,596.0,2026-09-06T05:46:50Z,upgrade
1543,read,233.9,382.0,2026-09-06T05:47:07Z,upgrade
1543,write,439.9,556.0,2026-09-06T05:47:07Z,upgrade
1559,read,228.3,362.0,2026-09-06T05:47:23Z,upgrade
1559,write,464.7,556.0,2026-09-06T05:47:23Z,upgrade
1576,read,229.5,370.0,2026-09-06T05:47:40Z,upgrade
1576,write,470.2,572.0,2026-09-06T05:47:40Z,upgrade
1593,read,228.9,402.0,2026-09-06T05:47:57Z,upgrade
1593,write,468.3,652.0,2026-09-06T05:47:57Z,upgrade
1609,read,230.8,434.0,2026-09-06T05:48:13Z,upgrade
1609,write,445.9,636.0,2026-09-06T05:48:13Z,upgrade
1626,read,240.3,442.0,2026-09-06T05:48:30Z,upgrade
1626,write,484.1,636.0,2026-09-06T05:48:30Z,upgrade
1643,read,233.3,434.0,2026-09-06T05:48:47Z,upgrade
1643,write,480.1,636.0,2026-09-06T05:48:47Z,upgrade
1660,read,233.1,458.0,2026-09-06T05:49:04Z,upgrade
1660,write,430.7,652.0,2026-09-06T05:49:04Z,upgrade
